Date,Away,Awayscore,Home,Homescore
03-30-2023,Baltimore Orioles,10,Boston Red Sox,9
03-30-2023,Milwaukee Brewers,0,Chicago Cubs,4
03-30-2023,Pittsburgh Pirates,5,Cincinnati Reds,4
03-30-2023,Chicago White Sox,3,Houston Astros,2
03-30-2023,Minnesota Twins,2,Kansas City Royals,0
03-30-2023,Arizona D'Backs,2,Los Angeles Dodgers,8
03-30-2023,New York Mets,5,Miami Marlins,3
03-30-2023,San Francisco Giants,0,New York Yankees,5
03-30-2023,Los Angeles Angels,1,Oakland Athletics,2
03-30-2023,Colorado Rockies,7,San Diego Padres,2
03-30-2023,Cleveland Guardians,0,Seattle Mariners,3
03-30-2023,Toronto Blue Jays,10,St. Louis Cardinals,9
03-30-2023,Detroit Tigers,0,Tampa Bay Rays,4
03-30-2023,Philadelphia Phillies,7,Texas Rangers,11
03-30-2023,Atlanta Braves,7,Washington Nationals,2
03-31-2023,Chicago White Sox,3,Houston Astros,6
03-31-2023,Arizona D'Backs,2,Los Angeles Dodgers,1
03-31-2023,New York Mets,1,Miami Marlins,2
03-31-2023,Colorado Rockies,4,San Diego Padres,1
03-31-2023,Cleveland Guardians,9,Seattle Mariners,4
04-01-2023,Baltimore Orioles,8,Boston Red Sox,9
04-01-2023,Milwaukee Brewers,3,Chicago Cubs,1
04-01-2023,Pittsburgh Pirates,2,Cincinnati Reds,6
04-01-2023,Chicago White Sox,4,Houston Astros,6
04-01-2023,Minnesota Twins,2,Kansas City Royals,0
04-01-2023,Arizona D'Backs,1,Los Angeles Dodgers,10
04-01-2023,New York Mets,6,Miami Marlins,2
04-01-2023,San Francisco Giants,7,New York Yankees,5
04-01-2023,Los Angeles Angels,13,Oakland Athletics,1
04-01-2023,Colorado Rockies,4,San Diego Padres,8
04-01-2023,Cleveland Guardians,2,Seattle Mariners,0
04-01-2023,Toronto Blue Jays,1,St. Louis Cardinals,4
04-01-2023,Detroit Tigers,2,Tampa Bay Rays,12
04-01-2023,Philadelphia Phillies,3,Texas Rangers,16
04-01-2023,Atlanta Braves,7,Washington Nationals,1
04-02-2023,Baltimore Orioles,5,Boston Red Sox,9
04-02-2023,Milwaukee Brewers,9,Chicago Cubs,5
04-02-2023,Pittsburgh Pirates,1,Cincinnati Reds,3
04-02-2023,Chicago White Sox,6,Houston Astros,3
04-02-2023,Minnesota Twins,7,Kansas City Royals,4
04-02-2023,Arizona D'Backs,2,Los Angeles Dodgers,1
04-02-2023,New York Mets,5,Miami Marlins,1
04-02-2023,San Francisco Giants,0,New York Yankees,6
04-02-2023,Los Angeles Angels,6,Oakland Athletics,0
04-02-2023,Colorado Rockies,1,San Diego Padres,3
04-02-2023,Cleveland Guardians,6,Seattle Mariners,5
04-02-2023,Toronto Blue Jays,4,St. Louis Cardinals,9
04-02-2023,Detroit Tigers,1,Tampa Bay Rays,5
04-02-2023,Philadelphia Phillies,1,Texas Rangers,2
04-02-2023,Atlanta Braves,1,Washington Nationals,4
04-03-2023,Pittsburgh Pirates,7,Boston Red Sox,6
04-03-2023,San Francisco Giants,12,Chicago White Sox,3
04-03-2023,Chicago Cubs,6,Cincinnati Reds,7
04-03-2023,Detroit Tigers,7,Houston Astros,6
04-03-2023,Toronto Blue Jays,5,Kansas City Royals,9
04-03-2023,Colorado Rockies,4,Los Angeles Dodgers,13
04-03-2023,Minnesota Twins,11,Miami Marlins,1
04-03-2023,New York Mets,0,Milwaukee Brewers,10
04-03-2023,Philadelphia Phillies,1,New York Yankees,8
04-03-2023,Cleveland Guardians,12,Oakland Athletics,11
04-03-2023,Arizona D'Backs,4,San Diego Padres,5
04-03-2023,Los Angeles Angels,7,Seattle Mariners,3
04-03-2023,Atlanta Braves,8,St. Louis Cardinals,4
04-03-2023,Baltimore Orioles,2,Texas Rangers,0
04-03-2023,Tampa Bay Rays,6,Washington Nationals,2
04-04-2023,Pittsburgh Pirates,4,Boston Red Sox,1
04-04-2023,Chicago Cubs,12,Cincinnati Reds,5
04-04-2023,Detroit Tigers,6,Houston Astros,3
04-04-2023,Toronto Blue Jays,4,Kansas City Royals,1
04-04-2023,Colorado Rockies,2,Los Angeles Dodgers,5
04-04-2023,Minnesota Twins,0,Miami Marlins,1
04-04-2023,New York Mets,0,Milwaukee Brewers,9
04-04-2023,Philadelphia Phillies,4,New York Yankees,1
04-04-2023,Cleveland Guardians,3,Oakland Athletics,4
04-04-2023,Arizona D'Backs,8,San Diego Padres,6
04-04-2023,Los Angeles Angels,2,Seattle Mariners,11
04-04-2023,Atlanta Braves,4,St. Louis Cardinals,1
04-04-2023,Baltimore Orioles,7,Texas Rangers,2
04-04-2023,Tampa Bay Rays,10,Washington Nationals,6
04-05-2023,Pittsburgh Pirates,4,Boston Red Sox,1
04-05-2023,San Francisco Giants,3,Chicago White Sox,7
04-05-2023,Detroit Tigers,2,Houston Astros,8
04-05-2023,Toronto Blue Jays,3,Kansas City Royals,0
04-05-2023,Minnesota Twins,2,Miami Marlins,5
04-05-2023,New York Mets,6,Milwaukee Brewers,7
04-05-2023,Philadelphia Phillies,2,New York Yankees,4
04-05-2023,Cleveland Guardians,6,Oakland Athletics,4
04-05-2023,Los Angeles Angels,4,Seattle Mariners,3
04-05-2023,Atlanta Braves,5,St. Louis Cardinals,2
04-05-2023,Baltimore Orioles,2,Texas Rangers,5
04-05-2023,Tampa Bay Rays,7,Washington Nationals,2
04-06-2023,Los Angeles Dodgers,5,Arizona D'Backs,2
04-06-2023,San Diego Padres,6,Atlanta Braves,7
04-06-2023,San Francisco Giants,16,Chicago White Sox,6
04-06-2023,Washington Nationals,0,Colorado Rockies,1
04-06-2023,Boston Red Sox,6,Detroit Tigers,3
04-06-2023,Toronto Blue Jays,6,Kansas City Royals,3
04-07-2023,Toronto Blue Jays,4,Los Angeles Angels,3
04-07-2023,Los Angeles Dodgers,3,Arizona D'Backs,6
04-07-2023,San Diego Padres,5,Atlanta Braves,4
04-07-2023,New York Yankees,6,Baltimore Orioles,7
04-07-2023,Texas Rangers,0,Chicago Cubs,2
04-07-2023,Seattle Mariners,5,Cleveland Guardians,3
04-07-2023,Washington Nationals,10,Colorado Rockies,5
04-07-2023,St. Louis Cardinals,0,Milwaukee Brewers,4
04-07-2023,Houston Astros,2,Minnesota Twins,3
04-07-2023,Miami Marlins,3,New York Mets,9
04-07-2023,Cincinnati Reds,2,Philadelphia Phillies,5
04-07-2023,Chicago White Sox,9,Pittsburgh Pirates,13
04-07-2023,Kansas City Royals,3,San Francisco Giants,1
04-07-2023,Oakland Athletics,5,Tampa Bay Rays,9
04-08-2023,Toronto Blue Jays,5,Los Angeles Angels,9
04-08-2023,Los Angeles Dodgers,8,Arizona D'Backs,12
04-08-2023,San Diego Padres,4,Atlanta Braves,1
04-08-2023,New York Yankees,4,Baltimore Orioles,1
04-08-2023,Texas Rangers,3,Chicago Cubs,10
04-08-2023,Seattle Mariners,3,Cleveland Guardians,2
04-08-2023,Washington Nationals,7,Colorado Rockies,6
04-08-2023,Boston Red Sox,14,Detroit Tigers,5
04-08-2023,St. Louis Cardinals,6,Milwaukee Brewers,0
04-08-2023,Houston Astros,6,Minnesota Twins,9
04-08-2023,Miami Marlins,2,New York Mets,5
04-08-2023,Cincinnati Reds,2,Philadelphia Phillies,3
04-08-2023,Chicago White Sox,11,Pittsburgh Pirates,5
04-08-2023,Kansas City Royals,6,San Francisco Giants,5
04-08-2023,Oakland Athletics,0,Tampa Bay Rays,11
04-09-2023,Toronto Blue Jays,12,Los Angeles Angels,11
04-09-2023,Los Angeles Dodgers,6,Arizona D'Backs,11
04-09-2023,San Diego Padres,10,Atlanta Braves,2
04-09-2023,New York Yankees,5,Baltimore Orioles,3
04-09-2023,Texas Rangers,8,Chicago Cubs,2
04-09-2023,Seattle Mariners,6,Cleveland Guardians,7
04-09-2023,Washington Nationals,6,Colorado Rockies,7
04-09-2023,Boston Red Sox,4,Detroit Tigers,1
04-09-2023,St. Louis Cardinals,1,Milwaukee Brewers,6
04-09-2023,Houston Astros,5,Minnesota Twins,1
04-09-2023,Miami Marlins,7,New York Mets,2
04-09-2023,Cincinnati Reds,6,Philadelphia Phillies,4
04-09-2023,Chicago White Sox,0,Pittsburgh Pirates,1
04-09-2023,Kansas City Royals,1,San Francisco Giants,3
04-09-2023,Oakland Athletics,0,Tampa Bay Rays,11
04-10-2023,Washington Nationals,6,Los Angeles Angels,4
04-10-2023,Milwaukee Brewers,0,Arizona D'Backs,3
04-10-2023,Cincinnati Reds,4,Atlanta Braves,5
04-10-2023,Oakland Athletics,1,Baltimore Orioles,5
04-10-2023,Seattle Mariners,2,Chicago Cubs,3
04-10-2023,New York Yankees,2,Cleveland Guardians,3
04-10-2023,St. Louis Cardinals,4,Colorado Rockies,7
04-10-2023,Chicago White Sox,4,Minnesota Twins,3
04-10-2023,San Diego Padres,0,New York Mets,5
04-10-2023,Miami Marlins,3,Philadelphia Phillies,15
04-10-2023,Houston Astros,8,Pittsburgh Pirates,2
04-10-2023,Los Angeles Dodgers,9,San Francisco Giants,1
04-10-2023,Boston Red Sox,0,Tampa Bay Rays,1
04-10-2023,Kansas City Royals,2,Texas Rangers,11
04-11-2023,Washington Nationals,0,Los Angeles Angels,2
04-11-2023,Milwaukee Brewers,7,Arizona D'Backs,1
04-11-2023,Cincinnati Reds,6,Atlanta Braves,7
04-11-2023,Oakland Athletics,8,Baltimore Orioles,12
04-11-2023,Seattle Mariners,9,Chicago Cubs,14
04-11-2023,New York Yankees,11,Cleveland Guardians,2
04-11-2023,St. Louis Cardinals,9,Colorado Rockies,6
04-11-2023,Chicago White Sox,3,Minnesota Twins,4
04-11-2023,San Diego Padres,4,New York Mets,2
04-11-2023,Miami Marlins,8,Philadelphia Phillies,4
04-11-2023,Houston Astros,4,Pittsburgh Pirates,7
04-11-2023,Los Angeles Dodgers,0,San Francisco Giants,5
04-11-2023,Boston Red Sox,2,Tampa Bay Rays,7
04-11-2023,Kansas City Royals,5,Texas Rangers,8
04-11-2023,Detroit Tigers,3,Toronto Blue Jays,9
04-12-2023,Washington Nationals,2,Los Angeles Angels,3
04-12-2023,Milwaukee Brewers,3,Arizona D'Backs,7
04-12-2023,Cincinnati Reds,4,Atlanta Braves,5
04-12-2023,Oakland Athletics,8,Baltimore Orioles,4
04-12-2023,Seattle Mariners,5,Chicago Cubs,2
04-12-2023,New York Yankees,4,Cleveland Guardians,3
04-12-2023,St. Louis Cardinals,7,Colorado Rockies,4
04-12-2023,Chicago White Sox,1,Minnesota Twins,3
04-12-2023,San Diego Padres,2,New York Mets,5
04-12-2023,Miami Marlins,3,Philadelphia Phillies,2
04-12-2023,Houston Astros,7,Pittsburgh Pirates,0
04-12-2023,Los Angeles Dodgers,10,San Francisco Giants,5
04-12-2023,Boston Red Sox,7,Tampa Bay Rays,9
04-12-2023,Kansas City Royals,10,Texas Rangers,1
04-12-2023,Detroit Tigers,3,Toronto Blue Jays,4
04-13-2023,Oakland Athletics,7,Baltimore Orioles,8
04-13-2023,Philadelphia Phillies,2,Cincinnati Reds,6
04-13-2023,Minnesota Twins,11,New York Yankees,2
04-13-2023,Milwaukee Brewers,4,San Diego Padres,3
04-13-2023,Pittsburgh Pirates,5,St. Louis Cardinals,0
04-13-2023,Boston Red Sox,3,Tampa Bay Rays,9
04-13-2023,Detroit Tigers,3,Toronto Blue Jays,1
04-14-2023,Los Angeles Angels,3,Boston Red Sox,5
04-14-2023,Baltimore Orioles,6,Chicago White Sox,3
04-14-2023,Philadelphia Phillies,8,Cincinnati Reds,3
04-14-2023,San Francisco Giants,5,Detroit Tigers,7
04-14-2023,Texas Rangers,6,Houston Astros,2
04-14-2023,Atlanta Braves,10,Kansas City Royals,3
04-14-2023,Chicago Cubs,8,Los Angeles Dodgers,2
04-14-2023,Arizona D'Backs,1,Miami Marlins,5
04-14-2023,Minnesota Twins,4,New York Yankees,3
04-14-2023,New York Mets,17,Oakland Athletics,6
04-14-2023,Milwaukee Brewers,11,San Diego Padres,2
04-14-2023,Colorado Rockies,3,Seattle Mariners,5
04-14-2023,Pittsburgh Pirates,0,St. Louis Cardinals,3
04-14-2023,Tampa Bay Rays,3,Toronto Blue Jays,6
04-14-2023,Cleveland Guardians,4,Washington Nationals,3
04-15-2023,Los Angeles Angels,7,Boston Red Sox,9
04-15-2023,Baltimore Orioles,6,Chicago White Sox,7
04-15-2023,Philadelphia Phillies,0,Cincinnati Reds,13
04-15-2023,San Francisco Giants,6,Detroit Tigers,7
04-15-2023,Texas Rangers,2,Houston Astros,8
04-15-2023,Atlanta Braves,9,Kansas City Royals,3
04-15-2023,Chicago Cubs,1,Los Angeles Dodgers,2
04-15-2023,Arizona D'Backs,2,Miami Marlins,3
04-15-2023,Minnesota Twins,1,New York Yankees,6
04-15-2023,New York Mets,3,Oakland Athletics,2
04-15-2023,Milwaukee Brewers,3,San Diego Padres,10
04-15-2023,Colorado Rockies,2,Seattle Mariners,9
04-15-2023,Pittsburgh Pirates,6,St. Louis Cardinals,3
04-15-2023,Tampa Bay Rays,2,Toronto Blue Jays,5
04-15-2023,Cleveland Guardians,6,Washington Nationals,4
04-16-2023,Los Angeles Angels,1,Boston Red Sox,2
04-16-2023,Baltimore Orioles,8,Chicago White Sox,4
04-16-2023,Philadelphia Phillies,14,Cincinnati Reds,3
04-16-2023,Texas Rangers,9,Houston Astros,1
04-16-2023,Atlanta Braves,5,Kansas City Royals,4
04-16-2023,Chicago Cubs,3,Los Angeles Dodgers,2
04-16-2023,Arizona D'Backs,5,Miami Marlins,0
04-16-2023,Minnesota Twins,0,New York Yankees,2
04-16-2023,New York Mets,4,Oakland Athletics,3
04-16-2023,Milwaukee Brewers,1,San Diego Padres,0
04-16-2023,Colorado Rockies,0,Seattle Mariners,1
04-16-2023,Pittsburgh Pirates,4,St. Louis Cardinals,5
04-16-2023,Tampa Bay Rays,8,Toronto Blue Jays,1
04-16-2023,Cleveland Guardians,6,Washington Nationals,7
04-17-2023,Los Angeles Angels,5,Boston Red Sox,4
04-17-2023,Tampa Bay Rays,1,Cincinnati Reds,8
04-17-2023,Pittsburgh Pirates,14,Colorado Rockies,3
04-17-2023,Toronto Blue Jays,2,Houston Astros,9
04-17-2023,Texas Rangers,4,Kansas City Royals,0
04-17-2023,New York Mets,8,Los Angeles Dodgers,6
04-17-2023,San Francisco Giants,3,Miami Marlins,4
04-17-2023,Chicago Cubs,10,Oakland Athletics,1
04-17-2023,Atlanta Braves,2,San Diego Padres,0
04-17-2023,Milwaukee Brewers,7,Seattle Mariners,3
04-17-2023,Arizona D'Backs,6,St. Louis Cardinals,3
04-18-2023,Minnesota Twins,4,Boston Red Sox,5
04-18-2023,Philadelphia Phillies,7,Chicago White Sox,4
04-18-2023,Philadelphia Phillies,0,Chicago White Sox,3
04-18-2023,Tampa Bay Rays,10,Cincinnati Reds,0
04-18-2023,Pittsburgh Pirates,5,Colorado Rockies,3
04-18-2023,Cleveland Guardians,3,Detroit Tigers,4
04-18-2023,Cleveland Guardians,0,Detroit Tigers,1
04-18-2023,Toronto Blue Jays,4,Houston Astros,2
04-18-2023,Texas Rangers,12,Kansas City Royals,2
04-18-2023,New York Mets,0,Los Angeles Dodgers,5
04-18-2023,San Francisco Giants,2,Miami Marlins,4
04-18-2023,Los Angeles Angels,5,New York Yankees,2
04-18-2023,Chicago Cubs,4,Oakland Athletics,0
04-18-2023,Atlanta Braves,8,San Diego Padres,1
04-18-2023,Milwaukee Brewers,6,Seattle Mariners,5
04-18-2023,Arizona D'Backs,8,St. Louis Cardinals,7
04-18-2023,Baltimore Orioles,1,Washington Nationals,0
04-19-2023,Minnesota Twins,10,Boston Red Sox,4
04-19-2023,Philadelphia Phillies,5,Chicago White Sox,2
04-19-2023,Tampa Bay Rays,8,Cincinnati Reds,0
04-19-2023,Pittsburgh Pirates,14,Colorado Rockies,3
04-19-2023,Cleveland Guardians,3,Detroit Tigers,2
04-19-2023,Toronto Blue Jays,1,Houston Astros,8
04-19-2023,Texas Rangers,12,Kansas City Royals,3
04-19-2023,New York Mets,5,Los Angeles Dodgers,3
04-19-2023,San Francisco Giants,5,Miami Marlins,2
04-19-2023,Los Angeles Angels,2,New York Yankees,3
04-19-2023,Chicago Cubs,12,Oakland Athletics,2
04-19-2023,Atlanta Braves,0,San Diego Padres,1
04-19-2023,Milwaukee Brewers,5,Seattle Mariners,3
04-19-2023,Arizona D'Backs,5,St. Louis Cardinals,14
04-19-2023,Baltimore Orioles,4,Washington Nationals,0
04-20-2023,San Diego Padres,7,Arizona D'Backs,5
04-20-2023,Minnesota Twins,5,Boston Red Sox,11
04-20-2023,Los Angeles Dodgers,6,Chicago Cubs,2
04-20-2023,Los Angeles Angels,3,New York Yankees,9
04-20-2023,Colorado Rockies,5,Philadelphia Phillies,0
04-20-2023,Cincinnati Reds,3,Pittsburgh Pirates,4
04-20-2023,New York Mets,9,San Francisco Giants,4
04-21-2023,Kansas City Royals,0,Los Angeles Angels,2
04-21-2023,San Diego Padres,0,Arizona D'Backs,9
04-21-2023,Houston Astros,6,Atlanta Braves,4
04-21-2023,Detroit Tigers,1,Baltimore Orioles,2
04-21-2023,Los Angeles Dodgers,0,Chicago Cubs,13
04-21-2023,Boston Red Sox,5,Milwaukee Brewers,3
04-21-2023,Washington Nationals,3,Minnesota Twins,2
04-21-2023,Toronto Blue Jays,6,New York Yankees,1
04-21-2023,Colorado Rockies,3,Philadelphia Phillies,4
04-21-2023,Cincinnati Reds,2,Pittsburgh Pirates,4
04-21-2023,St. Louis Cardinals,2,Seattle Mariners,5
04-21-2023,New York Mets,7,San Francisco Giants,0
04-21-2023,Chicago White Sox,7,Tampa Bay Rays,8
04-21-2023,Oakland Athletics,5,Texas Rangers,4
04-22-2023,Kansas City Royals,11,Los Angeles Angels,8
04-22-2023,San Diego Padres,5,Arizona D'Backs,3
04-22-2023,Houston Astros,6,Atlanta Braves,3
04-22-2023,Detroit Tigers,1,Baltimore Orioles,5
04-22-2023,Los Angeles Dodgers,9,Chicago Cubs,4
04-22-2023,Miami Marlins,6,Cleveland Guardians,1
04-22-2023,Miami Marlins,3,Cleveland Guardians,2
04-22-2023,Boston Red Sox,4,Milwaukee Brewers,5
04-22-2023,Washington Nationals,10,Minnesota Twins,4
04-22-2023,Toronto Blue Jays,2,New York Yankees,3
04-22-2023,Colorado Rockies,3,Philadelphia Phillies,4
04-22-2023,Cincinnati Reds,1,Pittsburgh Pirates,2
04-22-2023,St. Louis Cardinals,4,Seattle Mariners,5
04-22-2023,New York Mets,4,San Francisco Giants,7
04-22-2023,Chicago White Sox,3,Tampa Bay Rays,4
04-22-2023,Oakland Athletics,3,Texas Rangers,18
04-23-2023,Kansas City Royals,3,Los Angeles Angels,4
04-23-2023,San Diego Padres,7,Arizona D'Backs,5
04-23-2023,Houston Astros,5,Atlanta Braves,2
04-23-2023,Detroit Tigers,1,Baltimore Orioles,2
04-23-2023,Los Angeles Dodgers,7,Chicago Cubs,3
04-23-2023,Miami Marlins,4,Cleveland Guardians,7
04-23-2023,Boston Red Sox,12,Milwaukee Brewers,5
04-23-2023,Washington Nationals,1,Minnesota Twins,3
04-23-2023,Toronto Blue Jays,5,New York Yankees,1
04-23-2023,Colorado Rockies,3,Philadelphia Phillies,9
04-23-2023,Cincinnati Reds,0,Pittsburgh Pirates,2
04-23-2023,St. Louis Cardinals,7,Seattle Mariners,3
04-23-2023,New York Mets,4,San Francisco Giants,5
04-23-2023,Chicago White Sox,1,Tampa Bay Rays,4
04-23-2023,Oakland Athletics,2,Texas Rangers,5
04-24-2023,Oakland Athletics,11,Los Angeles Angels,10
04-24-2023,Kansas City Royals,4,Arizona D'Backs,5
04-24-2023,Miami Marlins,0,Atlanta Braves,11
04-24-2023,Boston Red Sox,4,Baltimore Orioles,5
04-24-2023,Texas Rangers,6,Cincinnati Reds,7
04-24-2023,Colorado Rockies,6,Cleveland Guardians,0
04-24-2023,Detroit Tigers,4,Milwaukee Brewers,2
04-24-2023,New York Yankees,1,Minnesota Twins,6
04-24-2023,St. Louis Cardinals,0,San Francisco Giants,4
04-24-2023,Houston Astros,3,Tampa Bay Rays,8
04-24-2023,Chicago White Sox,2,Toronto Blue Jays,5
04-25-2023,Oakland Athletics,3,Los Angeles Angels,5
04-25-2023,Kansas City Royals,5,Arizona D'Backs,4
04-25-2023,Miami Marlins,4,Atlanta Braves,7
04-25-2023,Boston Red Sox,8,Baltimore Orioles,6
04-25-2023,San Diego Padres,0,Chicago Cubs,6
04-25-2023,Texas Rangers,6,Cincinnati Reds,7
04-25-2023,Colorado Rockies,5,Cleveland Guardians,1
04-25-2023,Detroit Tigers,4,Milwaukee Brewers,3
04-25-2023,New York Yankees,2,Minnesota Twins,6
04-25-2023,Washington Nationals,5,New York Mets,0
04-25-2023,Seattle Mariners,5,Philadelphia Phillies,3
04-25-2023,Los Angeles Dodgers,8,Pittsburgh Pirates,7
04-25-2023,St. Louis Cardinals,4,San Francisco Giants,5
04-25-2023,Houston Astros,5,Tampa Bay Rays,0
04-25-2023,Chicago White Sox,0,Toronto Blue Jays,7
04-26-2023,Oakland Athletics,3,Los Angeles Angels,11
04-26-2023,Kansas City Royals,0,Arizona D'Backs,2
04-26-2023,Miami Marlins,4,Atlanta Braves,6
04-26-2023,Boston Red Sox,2,Baltimore Orioles,6
04-26-2023,San Diego Padres,5,Chicago Cubs,3
04-26-2023,Texas Rangers,3,Cincinnati Reds,5
04-26-2023,Colorado Rockies,1,Cleveland Guardians,4
04-26-2023,Detroit Tigers,2,Milwaukee Brewers,6
04-26-2023,New York Yankees,12,Minnesota Twins,6
04-26-2023,Washington Nationals,4,New York Mets,1
04-26-2023,Seattle Mariners,5,Philadelphia Phillies,6
04-26-2023,Los Angeles Dodgers,1,Pittsburgh Pirates,8
04-26-2023,St. Louis Cardinals,3,San Francisco Giants,7
04-26-2023,Houston Astros,1,Tampa Bay Rays,0
04-26-2023,Chicago White Sox,0,Toronto Blue Jays,8
04-27-2023,Oakland Athletics,7,Los Angeles Angels,8
04-27-2023,Miami Marlins,5,Atlanta Braves,4
04-27-2023,Tampa Bay Rays,14,Chicago White Sox,5
04-27-2023,San Diego Padres,2,Chicago Cubs,5
04-27-2023,Baltimore Orioles,7,Detroit Tigers,4
04-27-2023,Kansas City Royals,1,Minnesota Twins,7
04-27-2023,Washington Nationals,8,New York Mets,9
04-27-2023,Seattle Mariners,0,Philadelphia Phillies,1
04-27-2023,Los Angeles Dodgers,2,Pittsburgh Pirates,6
04-27-2023,St. Louis Cardinals,6,San Francisco Giants,0
04-27-2023,New York Yankees,4,Texas Rangers,2
04-28-2023,Cleveland Guardians,5,Boston Red Sox,2
04-28-2023,Tampa Bay Rays,3,Chicago White Sox,2
04-28-2023,Arizona D'Backs,9,Colorado Rockies,1
04-28-2023,Philadelphia Phillies,3,Houston Astros,1
04-28-2023,St. Louis Cardinals,3,Los Angeles Dodgers,7
04-28-2023,Chicago Cubs,2,Miami Marlins,3
04-28-2023,Los Angeles Angels,1,Milwaukee Brewers,2
04-28-2023,Kansas City Royals,6,Minnesota Twins,8
04-28-2023,Atlanta Braves,4,New York Mets,0
04-28-2023,Cincinnati Reds,11,Oakland Athletics,7
04-28-2023,New York Yankees,2,Texas Rangers,5
04-28-2023,Seattle Mariners,2,Toronto Blue Jays,3
04-29-2023,Cleveland Guardians,7,Boston Red Sox,8
04-29-2023,Tampa Bay Rays,12,Chicago White Sox,3
04-29-2023,Arizona D'Backs,11,Colorado Rockies,4
04-29-2023,Baltimore Orioles,4,Detroit Tigers,7
04-29-2023,Baltimore Orioles,6,Detroit Tigers,4
04-29-2023,Philadelphia Phillies,6,Houston Astros,1
04-29-2023,St. Louis Cardinals,0,Los Angeles Dodgers,1
04-29-2023,Chicago Cubs,6,Miami Marlins,7
04-29-2023,Los Angeles Angels,5,Milwaukee Brewers,7
04-29-2023,Kansas City Royals,3,Minnesota Twins,2
04-29-2023,Cincinnati Reds,3,Oakland Athletics,2
04-29-2023,San Francisco Giants,11,San Diego Padres,16
04-29-2023,New York Yankees,0,Texas Rangers,2
04-29-2023,Seattle Mariners,0,Toronto Blue Jays,1
04-29-2023,Pittsburgh Pirates,6,Washington Nationals,3
04-29-2023,Pittsburgh Pirates,16,Washington Nationals,1
04-30-2023,Cleveland Guardians,1,Boston Red Sox,7
04-30-2023,Tampa Bay Rays,9,Chicago White Sox,12
04-30-2023,Arizona D'Backs,4,Colorado Rockies,12
04-30-2023,Baltimore Orioles,5,Detroit Tigers,3
04-30-2023,Philadelphia Phillies,3,Houston Astros,4
04-30-2023,St. Louis Cardinals,3,Los Angeles Dodgers,6
04-30-2023,Chicago Cubs,3,Miami Marlins,4
04-30-2023,Los Angeles Angels,3,Milwaukee Brewers,0
04-30-2023,Kansas City Royals,4,Minnesota Twins,8
04-30-2023,Cincinnati Reds,4,Oakland Athletics,5
04-30-2023,San Francisco Giants,4,San Diego Padres,6
04-30-2023,New York Yankees,2,Texas Rangers,15
04-30-2023,Seattle Mariners,10,Toronto Blue Jays,8
04-30-2023,Pittsburgh Pirates,2,Washington Nationals,7
05-01-2023,Toronto Blue Jays,5,Boston Red Sox,6
05-01-2023,San Francisco Giants,3,Houston Astros,7
05-01-2023,Philadelphia Phillies,4,Los Angeles Dodgers,13
05-01-2023,Cleveland Guardians,3,New York Yankees,2
05-01-2023,Atlanta Braves,9,New York Mets,8
05-01-2023,Atlanta Braves,3,New York Mets,5
05-01-2023,Cincinnati Reds,3,San Diego Padres,8
05-01-2023,Chicago Cubs,5,Washington Nationals,1
05-02-2023,Toronto Blue Jays,6,Boston Red Sox,7
05-02-2023,Minnesota Twins,2,Chicago White Sox,3
05-02-2023,Milwaukee Brewers,2,Colorado Rockies,3
05-02-2023,San Francisco Giants,2,Houston Astros,0
05-02-2023,Baltimore Orioles,11,Kansas City Royals,7
05-02-2023,Philadelphia Phillies,1,Los Angeles Dodgers,13
05-02-2023,Atlanta Braves,6,Miami Marlins,0
05-02-2023,Cleveland Guardians,2,New York Yankees,4
05-02-2023,Seattle Mariners,2,Oakland Athletics,1
05-02-2023,Cincinnati Reds,2,San Diego Padres,1
05-02-2023,Los Angeles Angels,5,St. Louis Cardinals,1
05-02-2023,Pittsburgh Pirates,1,Tampa Bay Rays,4
05-02-2023,Arizona D'Backs,4,Texas Rangers,6
05-02-2023,Chicago Cubs,1,Washington Nationals,4
05-03-2023,Toronto Blue Jays,3,Boston Red Sox,8
05-03-2023,Minnesota Twins,4,Chicago White Sox,6
05-03-2023,Milwaukee Brewers,1,Colorado Rockies,7
05-03-2023,New York Mets,5,Detroit Tigers,6
05-03-2023,New York Mets,1,Detroit Tigers,8
05-03-2023,San Francisco Giants,4,Houston Astros,2
05-03-2023,Baltimore Orioles,0,Kansas City Royals,6
05-03-2023,Philadelphia Phillies,6,Los Angeles Dodgers,10
05-03-2023,Atlanta Braves,14,Miami Marlins,6
05-03-2023,Cleveland Guardians,3,New York Yankees,4
05-03-2023,Seattle Mariners,7,Oakland Athletics,2
05-03-2023,Cincinnati Reds,1,San Diego Padres,7
05-03-2023,Los Angeles Angels,6,St. Louis Cardinals,4
05-03-2023,Pittsburgh Pirates,1,Tampa Bay Rays,8
05-03-2023,Arizona D'Backs,12,Texas Rangers,7
05-03-2023,Chicago Cubs,1,Washington Nationals,2
05-04-2023,Toronto Blue Jays,5,Boston Red Sox,11
05-04-2023,Minnesota Twins,7,Chicago White Sox,3
05-04-2023,Milwaukee Brewers,6,Colorado Rockies,9
05-04-2023,New York Mets,0,Detroit Tigers,2
05-04-2023,Baltimore Orioles,13,Kansas City Royals,10
05-04-2023,Atlanta Braves,6,Miami Marlins,3
05-04-2023,Seattle Mariners,5,Oakland Athletics,3
05-04-2023,Los Angeles Angels,11,St. Louis Cardinals,7
